4,3,2,1,4,3,2,1,6,9,5,5,10,0,0,7,10,0,0,8
4,3,2,1,4,3,2,1,6,9,5,5,0,0,10,7,0,0,10,8
4,3,2,1,4,3,2,1,6,9,5,5,0,0,7,10,0,0,10,8
4,3,2,1,4,3,2,1,6,9,5,5,0,0,10,10,0,0,7,8
4,3,2,1,4,3,2,1,6,9,10,10,0,0,5,5,0,0,7,8
4,3,2,1,4,3,2,1,6,10,9,10,0,0,5,5,0,0,7,8
4,3,2,1,4,3,2,1,6,10,10,9,0,0,5,5,0,0,7,8
4,3,2,1,4,3,2,1,10,6,10,9,0,0,5,5,0,0,7,8
4,3,2,1,4,3,2,1,10,10,6,9,0,0,5,5,0,0,7,8
4,3,2,1,4,3,2,1,0,0,6,9,0,0,5,5,10,10,7,8
4,3,2,1,4,3,2,1,0,0,6,9,0,0,5,5,10,7,10,8
4,3,2,1,4,3,2,1,0,0,6,9,0,0,5,5,10,7,8,10
4,3,2,1,4,3,2,1,0,0,6,9,0,0,5,5,7,10,8,10
4,3,2,1,4,3,2,1,0,0,6,9,0,0,5,5,7,8,10,10
4,3,2,1,4,3,2,1,0,0,6,9,0,0,10,10,7,8,5,5
4,3,2,1,4,3,2,1,0,0,10,9,0,0,6,10,7,8,5,5
4,3,2,1,4,3,2,1,0,0,10,9,0,0,10,6,7,8,5,5
4,3,2,1,4,3,2,1,10,0,0,9,10,0,0,6,7,8,5,5
10,3,2,1,4,3,2,1,4,0,0,9,10,0,0,6,7,8,5,5
10,3,2,1,10,3,2,1,4,0,0,9,4,0,0,6,7,8,5,5
3,10,2,1,3,10,2,1,4,0,0,9,4,0,0,6,7,8,5,5
3,2,10,1,3,2,10,1,4,0,0,9,4,0,0,6,7,8,5,5
3,2,1,10,3,2,1,10,4,0,0,9,4,0,0,6,7,8,5,5
3,2,1,10,3,2,1,9,4,0,0,10,4,0,0,6,7,8,5,5
3,2,1,9,3,2,1,10,4,0,0,10,4,0,0,6,7,8,5,5
3,2,1,9,3,2,1,10,4,0,0,6,4,0,0,10,7,8,5,5
3,2,1,9,3,2,1,6,4,0,0,10,4,0,0,10,7,8,5,5
3,2,1,9,3,2,1,6,4,10,0,0,4,10,0,0,7,8,5,5
3,10,1,9,3,2,1,6,4,2,0,0,4,10,0,0,7,8,5,5
3,10,1,9,3,10,1,6,4,2,0,0,4,2,0,0,7,8,5,5
3,1,10,9,3,1,10,6,4,2,0,0,4,2,0,0,7,8,5,5
3,1,10,9,3,1,6,10,4,2,0,0,4,2,0,0,7,8,5,5
3,1,6,9,3,1,10,10,4,2,0,0,4,2,0,0,7,8,5,5
3,1,6,9,3,1,0,0,4,2,0,0,4,2,10,10,7,8,5,5
3,1,6,9,3,1,0,0,4,2,0,0,4,2,5,5,7,8,10,10
3,1,6,9,3,1,0,0,4,2,0,0,4,2,5,5,7,10,8,10
3,1,6,9,3,1,0,0,4,2,0,0,4,2,5,5,10,7,8,10
3,1,6,9,3,1,0,0,10,2,0,0,4,2,5,5,4,7,8,10
10,1,6,9,3,1,0,0,3,2,0,0,4,2,5,5,4,7,8,10
10,1,6,9,3,1,0,0,3,2,0,0,4,2,5,5,4,7,10,8
10,1,6,9,3,1,0,0,3,2,0,0,4,2,5,5,4,10,7,8
10,1,6,9,3,1,0,0,3,10,0,0,4,2,5,5,4,2,7,8
10,10,6,9,3,1,0,0,3,1,0,0,4,2,5,5,4,2,7,8
10,6,10,9,3,1,0,0,3,1,0,0,4,2,5,5,4,2,7,8
10,6,9,10,3,1,0,0,3,1,0,0,4,2,5,5,4,2,7,8
6,10,9,10,3,1,0,0,3,1,0,0,4,2,5,5,4,2,7,8
6,9,10,10,3,1,0,0,3,1,0,0,4,2,5,5,4,2,7,8
6,9,0,0,3,1,0,0,3,1,10,10,4,2,5,5,4,2,7,8
6,9,0,0,3,1,0,0,3,1,5,5,4,2,10,10,4,2,7,8
6,9,0,0,3,1,0,0,3,1,5,5,4,2,10,8,4,2,7,10
6,9,0,0,3,1,0,0,3,1,5,5,4,2,10,8,4,2,10,7
6,9,0,0,3,1,0,0,3,1,5,5,4,10,2,8,4,10,2,7
6,9,0,0,3,10,0,0,3,1,5,5,4,1,2,8,4,10,2,7
6,10,0,0,3,9,0,0,3,1,5,5,4,1,2,8,4,10,2,7
10,6,0,0,3,9,0,0,3,1,5,5,4,1,2,8,4,10,2,7
3,6,0,0,3,9,0,0,10,1,5,5,4,1,2,8,4,10,2,7
3,6,0,0,3,9,0,0,10,10,5,5,4,1,2,8,4,1,2,7
3,6,0,0,3,9,0,0,10,5,5,10,4,1,2,8,4,1,2,7
3,6,0,0,3,9,0,0,5,5,10,10,4,1,2,8,4,1,2,7
3,6,0,0,3,9,0,0,5,5,2,10,4,1,2,8,4,1,10,7
3,6,0,0,3,9,0,0,5,5,2,10,4,1,2,8,4,1,7,10
3,6,0,0,3,9,0,0,5,5,2,10,4,1,2,10,4,1,7,8
3,6,0,0,3,9,0,0,5,5,10,2,4,1,10,2,4,1,7,8
3,6,0,0,3,9,0,0,5,5,10,2,4,1,7,2,4,1,10,8
3,6,0,0,3,9,0,0,5,5,10,2,4,1,7,2,4,1,8,10
3,6,0,0,3,9,0,0,5,5,10,10,4,1,7,2,4,1,8,2
3,6,0,0,3,9,0,0,10,5,5,10,4,1,7,2,4,1,8,2
3,6,0,0,3,9,0,0,10,10,5,5,4,1,7,2,4,1,8,2
3,6,0,0,3,10,0,0,10,9,5,5,4,1,7,2,4,1,8,2
3,6,0,0,3,10,0,0,9,10,5,5,4,1,7,2,4,1,8,2
3,6,0,0,3,10,0,0,9,1,5,5,4,1,7,2,4,10,8,2
3,6,0,0,3,1,0,0,9,1,5,5,4,10,7,2,4,10,8,2
3,6,0,0,3,1,0,0,9,1,5,5,10,4,7,2,10,4,8,2
3,6,0,0,3,1,0,0,10,1,5,5,9,4,7,2,10,4,8,2
10,6,0,0,3,1,0,0,3,1,5,5,9,4,7,2,10,4,8,2
6,10,0,0,3,1,0,0,3,1,5,5,9,4,7,2,10,4,8,2
6,1,0,0,3,1,0,0,3,10,5,5,9,4,7,2,10,4,8,2
6,1,0,0,3,1,0,0,3,4,5,5,9,4,7,2,10,10,8,2
6,1,0,0,3,1,0,0,3,4,5,5,9,4,7,2,10,8,10,2
6,1,0,0,3,1,0,0,3,4,5,5,9,4,7,2,8,10,10,2
6,1,0,0,3,1,0,0,3,10,5,5,9,4,7,2,8,4,10,2
6,1,0,0,3,1,0,0,3,5,5,10,9,4,7,2,8,4,10,2
6,1,0,0,3,1,0,0,3,5,5,2,9,4,7,2,8,4,10,10
6,1,0,0,3,1,0,0,3,5,5,2,9,4,10,2,8,4,7,10
6,1,0,0,3,1,0,0,3,5,5,2,9,4,10,2,8,4,10,7
6,1,0,0,3,1,0,0,3,5,5,2,9,10,4,2,8,10,4,7
6,1,0,0,3,1,0,0,3,5,5,2,10,9,4,2,8,10,4,7
6,1,0,0,10,1,0,0,3,5,5,2,3,9,4,2,8,10,4,7
10,1,0,0,6,1,0,0,3,5,5,2,3,9,4,2,8,10,4,7
10,1,0,0,6,1,0,0,3,5,5,2,3,9,4,2,10,8,4,7
10,1,0,0,6,1,0,0,10,5,5,2,3,9,4,2,3,8,4,7
10,1,0,0,10,1,0,0,6,5,5,2,3,9,4,2,3,8,4,7
1,10,0,0,1,10,0,0,6,5,5,2,3,9,4,2,3,8,4,7
1,0,0,10,1,0,0,10,6,5,5,2,3,9,4,2,3,8,4,7
1,0,0,10,1,0,0,2,6,5,5,2,3,9,4,10,3,8,4,7
1,0,0,10,1,0,0,2,6,5,5,2,3,9,4,7,3,8,4,10
1,0,0,2,1,0,0,2,6,5,5,10,3,9,4,7,3,8,4,10
1,0,0,2,1,0,0,2,6,10,5,5,3,9,4,7,3,8,4,10
1,0,0,2,1,0,0,2,10,6,5,5,3,9,4,7,3,8,4,10
1,0,0,2,1,0,0,2,3,6,5,5,3,9,4,7,10,8,4,10
1,0,0,2,1,0,0,2,3,6,5,5,3,9,4,7,8,10,4,10
1,0,0,2,1,0,0,2,3,6,5,5,3,10,4,7,8,9,4,10
1,0,0,2,1,0,0,2,3,10,5,5,3,6,4,7,8,9,4,10
1,0,0,2,1,0,0,2,3,5,5,10,3,6,4,7,8,9,4,10
1,0,0,2,1,0,0,2,3,5,5,7,3,6,4,10,8,9,4,10
1,0,0,2,1,0,0,2,3,5,5,7,3,6,10,4,8,9,10,4
1,0,0,2,1,0,0,2,3,5,5,7,3,6,10,4,8,10,9,4
1,0,0,2,1,0,0,2,3,5,5,7,3,6,10,4,10,8,9,4
1,0,0,2,1,0,0,2,10,5,5,7,3,6,10,4,3,8,9,4
1,0,0,2,1,0,0,2,5,5,10,7,3,6,10,4,3,8,9,4
1,0,0,2,1,0,0,2,5,5,7,10,3,6,10,4,3,8,9,4
1,0,0,2,1,0,0,2,5,5,7,4,3,6,10,4,3,8,9,10
1,0,0,2,1,0,0,2,5,5,10,4,3,6,7,4,3,8,9,10
1,0,0,2,1,0,0,2,10,5,5,4,3,6,7,4,3,8,9,10
1,0,0,2,1,0,0,2,3,5,5,4,3,6,7,4,10,8,9,10
1,0,0,2,1,0,0,2,3,5,5,4,3,6,7,4,10,8,10,9
